,Fall,College,Major Name,Male,Female
503,1982,Fine and Applied Arts,Architectural Studies,412,171
504,1982,Fine and Applied Arts,Architecture,197,38
505,1982,Fine and Applied Arts,Art Education,13,59
506,1982,Fine and Applied Arts,Art History,16,47
507,1982,Fine and Applied Arts,Art and Design,150,210
508,1982,Fine and Applied Arts,Crafts,5,20
509,1982,Fine and Applied Arts,Dance,2,45
510,1982,Fine and Applied Arts,Graphic Design,43,141
511,1982,Fine and Applied Arts,Industrial Design,45,50
512,1982,Fine and Applied Arts,Landscape Architecture,90,56
513,1982,Fine and Applied Arts,MUS-VOICE,15,33
514,1982,Fine and Applied Arts,MUSIC-COMP,10,3
515,1982,Fine and Applied Arts,MUSIC-INST,53,53
516,1982,Fine and Applied Arts,MUSIC-OPEN,1,0
517,1982,Fine and Applied Arts,Music,110,108
518,1982,Fine and Applied Arts,Music Education,130,164
519,1982,Fine and Applied Arts,Music History,2,3
520,1982,Fine and Applied Arts,PERFORM ST,17,9
521,1982,Fine and Applied Arts,TCH DANCE,0,2
522,1982,Fine and Applied Arts,Theatre,13,9
523,1982,Fine and Applied Arts,UNCLASS,24,28
524,1982,Fine and Applied Arts,Urban Planning,76,58
