,Fall,College,Major Name,Male,Female
4093,2000,Engineering,Aero & Astro Engineering,307,71
4094,2000,Engineering,Agricultural Engineering,89,33
4095,2000,Engineering,CER ENGR,2,0
4096,2000,Engineering,Civil Engineering,623,158
4097,2000,Engineering,Computer Engineering,730,76
4098,2000,Engineering,Computer Science,690,89
4099,2000,Engineering,ENGR MECH,16,1
4100,2000,Engineering,ENGR NONDEGREE,51,7
4101,2000,Engineering,ENGR PHYS,50,15
4102,2000,Engineering,ENV ENGR,45,34
4103,2000,Engineering,ENV SCI,5,4
4104,2000,Engineering,Electrical Engineering,1046,173
4105,2000,Engineering,GEN ENGR,345,134
4106,2000,Engineering,Industrial Engineering,88,37
4107,2000,Engineering,MATSCI&ENG,126,40
4108,2000,Engineering,METAL ENGR,1,0
4109,2000,Engineering,Materials Science & Engr,84,31
4110,2000,Engineering,Mechanical Engineering,791,100
4111,2000,Engineering,Nuclear Engineering,73,14
4112,2000,Engineering,Theoretical & Applied Mechans,52,6
