,Fall,College,Major Name,Male,Female
2045,1990,Applied Health Sciences,Biology,50,52
2046,1990,Applied Health Sciences,CUR INST 2,1,1
2047,1990,Applied Health Sciences,CUR INST#1,7,1
2048,1990,Applied Health Sciences,CUR INST#3,5,3
2049,1990,Applied Health Sciences,HLTH EDUC,1,19
2050,1990,Applied Health Sciences,HLTH PL AD,14,40
2051,1990,Applied Health Sciences,Kinesiology,150,107
2052,1990,Applied Health Sciences,Leisure Studies,20,25
2053,1990,Applied Health Sciences,MSPH IN C HLTH,0,4
2054,1990,Applied Health Sciences,OUTDR REC,6,2
2055,1990,Applied Health Sciences,PERSN AREA,1,0
2056,1990,Applied Health Sciences,PROG MANAG,62,66
2057,1990,Applied Health Sciences,Rehabilitation,3,8
2058,1990,Applied Health Sciences,SOC SCI SP,14,2
2059,1990,Applied Health Sciences,TCH KINES,1,0
2060,1990,Applied Health Sciences,THER REC,8,21
