,Fall,College,Major Name,Male,Female
5606,2008,Fine and Applied Arts,Architectural Studies,324,257
5607,2008,Fine and Applied Arts,Architecture,124,74
5608,2008,Fine and Applied Arts,Art Education,18,87
5609,2008,Fine and Applied Arts,Art Foundation,41,105
5610,2008,Fine and Applied Arts,Art History,7,29
5611,2008,Fine and Applied Arts,Art and Design,17,25
5612,2008,Fine and Applied Arts,Crafts,5,15
5613,2008,Fine and Applied Arts,Dance,12,70
5614,2008,Fine and Applied Arts,Graphic Design,22,49
5615,2008,Fine and Applied Arts,History of Art,1,12
5616,2008,Fine and Applied Arts,Industrial Design,57,50
5617,2008,Fine and Applied Arts,Instrumental Music,47,55
5618,2008,Fine and Applied Arts,Jazz Performance,35,3
5619,2008,Fine and Applied Arts,Landscape Architecture,87,68
5620,2008,Fine and Applied Arts,Music,162,186
5621,2008,Fine and Applied Arts,Music Composition,6,3
5622,2008,Fine and Applied Arts,Music Education,132,135
5623,2008,Fine and Applied Arts,Music History,1,1
5624,2008,Fine and Applied Arts,Musicology,8,11
5625,2008,Fine and Applied Arts,New Media,8,7
5626,2008,Fine and Applied Arts,Nondegree,13,9
5627,2008,Fine and Applied Arts,Open Studies,8,4
5628,2008,Fine and Applied Arts,Painting,11,24
5629,2008,Fine and Applied Arts,Photography,13,16
5630,2008,Fine and Applied Arts,Regional Planning,12,7
5631,2008,Fine and Applied Arts,Sculpture,2,8
5632,2008,Fine and Applied Arts,Theatre,81,107
5633,2008,Fine and Applied Arts,Urban Planning,87,63
5634,2008,Fine and Applied Arts,Voice,7,28
