,Fall,College,Major Name,Male,Female
2637,1993,Applied Health Sciences,Biology,40,30
2638,1993,Applied Health Sciences,CUR INST#1,6,1
2639,1993,Applied Health Sciences,CUR INST#3,3,2
2640,1993,Applied Health Sciences,HLTH EDUC,3,16
2641,1993,Applied Health Sciences,HLTH PL AD,26,69
2642,1993,Applied Health Sciences,Kinesiology,207,174
2643,1993,Applied Health Sciences,Leisure Studies,51,48
2644,1993,Applied Health Sciences,MSPH IN C HLTH,1,11
2645,1993,Applied Health Sciences,PERSN AREA,1,1
2646,1993,Applied Health Sciences,PROG MANAG,43,49
2647,1993,Applied Health Sciences,Rehabilitation,8,21
2648,1993,Applied Health Sciences,SOC SCI SP,4,2
2649,1993,Applied Health Sciences,TCH KINES,0,2
2650,1993,Applied Health Sciences,THER REC,5,12
