,Fall,College,Major Name,Male,Female
2294,1991,Engineering,Aero & Astro Engineering,397,45
2295,1991,Engineering,Agricultural Engineering,73,16
2296,1991,Engineering,CER ENGR,156,30
2297,1991,Engineering,CERAMICS,5,4
2298,1991,Engineering,Civil Engineering,684,135
2299,1991,Engineering,Computer Engineering,278,24
2300,1991,Engineering,Computer Science,327,58
2301,1991,Engineering,ENGR MECH,67,9
2302,1991,Engineering,ENGR PHYS,94,17
2303,1991,Engineering,ENV ENGR,53,12
2304,1991,Engineering,ENV SCI,9,4
2305,1991,Engineering,Electrical Engineering,1353,163
2306,1991,Engineering,GEN ENGR,501,143
2307,1991,Engineering,Industrial Engineering,116,53
2308,1991,Engineering,METAL ENGR,145,25
2309,1991,Engineering,Mechanical Engineering,919,84
2310,1991,Engineering,Nuclear Engineering,159,26
2311,1991,Engineering,TCH CS,0,1
2312,1991,Engineering,Theoretical & Applied Mechans,50,2
