,Fall,College,Major Name,Male,Female
5388,2007,Engineering,Aerospace Engineering,424,58
5389,2007,Engineering,Agricultural Engineering,78,14
5390,2007,Engineering,Bioengineering,79,57
5391,2007,Engineering,Bioinformatics,2,2
5392,2007,Engineering,Civil Engineering,654,175
5393,2007,Engineering,Computer Engineering,397,35
5394,2007,Engineering,Computer Science,834,120
5395,2007,Engineering,Electrical & Computer Engr,448,73
5396,2007,Engineering,Electrical Engineering,691,83
5397,2007,Engineering,Engineering Mechanics,37,12
5398,2007,Engineering,Engineering Physics,121,13
5399,2007,Engineering,Environ Engr in Civil Engr,33,30
5400,2007,Engineering,Environ Science in Civil Engr,5,8
5401,2007,Engineering,General Engineering,477,117
5402,2007,Engineering,Industrial Engineering,59,28
5403,2007,Engineering,Materials Science & Engr,305,93
5404,2007,Engineering,Mechanical Engineering,955,133
5405,2007,Engineering,Nondegree,87,19
5406,2007,Engineering,Nuclear Engineering,138,33
5407,2007,Engineering,Physics,248,40
5408,2007,Engineering,Systems & Entrepreneurial Engr,30,3
5409,2007,Engineering,Theoretical & Applied Mechans,43,8
