,Fall,College,Major Name,Male,Female
387,1982,ACES,Agr & Environmental Cmc & Educ,4,0
388,1982,ACES,Agricultural & Applied Econ,322,64
389,1982,ACES,Agricultural Communications,30,56
390,1982,ACES,Agricultural Education,20,5
391,1982,ACES,Agricultural Engineering,102,7
392,1982,ACES,Agricultural Sciences,50,18
393,1982,ACES,Agronomy,132,47
394,1982,ACES,Animal Sciences,261,247
395,1982,ACES,Application Design,0,12
396,1982,ACES,CONSM ECON,1,1
397,1982,ACES,CORE CURR,76,39
398,1982,ACES,DAIRY SCI,44,23
399,1982,ACES,DIETETICS,0,46
400,1982,ACES,EXT EDUC,2,10
401,1982,ACES,FAM&CON EC,0,9
402,1982,ACES,Food Science & Human Nutrition,72,134
403,1982,ACES,Forestry,76,24
404,1982,ACES,GEN AGR,33,11
405,1982,ACES,GEN H ECON,0,15
406,1982,ACES,H DVL-FAM,5,65
407,1982,ACES,HOME ECON,0,41
408,1982,ACES,HOME MGMT,0,9
409,1982,ACES,HR&FS A&ID,0,7
410,1982,ACES,HR&FS GEN,0,9
411,1982,ACES,HU DEV&FAM,4,14
412,1982,ACES,Horticulture,34,29
413,1982,ACES,INST MGMT,0,8
414,1982,ACES,INT DSGN,10,162
415,1982,ACES,Industrial Agriculture,43,13
416,1982,ACES,MKT TEXT&A,1,124
417,1982,ACES,Mechanical Agriculture,37,0
418,1982,ACES,Nutritional Sciences,14,26
419,1982,ACES,ORN HORT,42,50
420,1982,ACES,PLANT PATH,29,12
421,1982,ACES,Physics,337,28
422,1982,ACES,REST MGMT,32,24
423,1982,ACES,Secondary Education,9,12
424,1982,ACES,Spanish,15,31
425,1982,ACES,Speech & Hearing Science,11,129
426,1982,ACES,Statistics,13,2
427,1982,ACES,TEXT-APPRL,0,12
428,1982,ACES,Teaching of Biological Science,1,0
429,1982,ACES,Teaching of Chemistry,2,3
430,1982,ACES,Teaching of English Sec Lang,18,59
431,1982,ACES,Teaching of French,1,11
432,1982,ACES,Teaching of German,3,0
433,1982,ACES,Teaching of Latin,3,2
434,1982,ACES,Teaching of Mathematics,8,18
435,1982,ACES,Teaching of Physics,0,1
436,1982,ACES,VOC H E ED,0,26
437,1982,ACES,Wood Sciences,1,0
