,Fall,College,Major Name,Male,Female
328,1981,LAS,Anthropology,32,32
329,1981,LAS,Asian Studies,10,8
330,1981,LAS,Astronomy,13,2
331,1981,LAS,Atmospheric Sciences,17,5
332,1981,LAS,Biochemistry,59,25
333,1981,LAS,Biology,91,70
334,1981,LAS,Biophysics & Computnl Biology,19,6
335,1981,LAS,Chemical Engineering,444,123
336,1981,LAS,Chemical Physics,5,2
337,1981,LAS,Chemistry,409,128
338,1981,LAS,Classical Philology,9,2
339,1981,LAS,Classics,5,3
340,1981,LAS,Comparative Literature,20,24
341,1981,LAS,English,51,50
342,1981,LAS,Entomology,21,7
343,1981,LAS,French,6,27
344,1981,LAS,GEN CURR,1103,1358
345,1981,LAS,Genetics,2,3
346,1981,LAS,Geography,30,13
347,1981,LAS,Geology,76,38
348,1981,LAS,German,11,11
349,1981,LAS,HR&FS,1,48
350,1981,LAS,History,60,24
351,1981,LAS,Italian,2,3
352,1981,LAS,LAS TCH MATH,0,1
353,1981,LAS,Linguistics,41,32
354,1981,LAS,Mathematics,123,28
355,1981,LAS,Microbiology,33,28
356,1981,LAS,Molecular & Integrative Physi,41,19
357,1981,LAS,PRE-JOURN,27,55
358,1981,LAS,PRE-MED,13,9
359,1981,LAS,PUB ADMIN,8,4
360,1981,LAS,Philosophy,24,5
361,1981,LAS,Plant Biology,15,11
362,1981,LAS,Political Science,28,14
363,1981,LAS,Psychology,83,78
364,1981,LAS,SOCIAL SCI,1,1
365,1981,LAS,Slavic Languages & Literature,4,10
366,1981,LAS,Sociology,23,18
367,1981,LAS,Speech Communication,31,29
368,1981,LAS,TCH BIOL,8,9
369,1981,LAS,TCH ENGL,8,37
370,1981,LAS,TCH SOC ST,8,5
371,1981,LAS,TCH SPEECH,3,7
372,1981,LAS,UNCLASS,69,146
