,Fall,College,Major Name,Male,Female
1594,1988,ACES,Agr & Environmental Cmc & Educ,3,1
1595,1988,ACES,Agricultural & Applied Econ,328,52
1596,1988,ACES,Agricultural Communications,20,53
1597,1988,ACES,Agricultural Education,10,4
1598,1988,ACES,Agricultural Engineering,52,5
1599,1988,ACES,Agricultural Sciences,31,13
1600,1988,ACES,Agronomy,110,29
1601,1988,ACES,Animal Sciences,180,200
1602,1988,ACES,CONSM ECON,11,33
1603,1988,ACES,CORE CURR,34,18
1604,1988,ACES,DAIRY SCI,14,3
1605,1988,ACES,DIETETICS,2,57
1606,1988,ACES,EXT EDUC,7,6
1607,1988,ACES,FAM&CON EC,6,12
1608,1988,ACES,Food Science & Human Nutrition,60,162
1609,1988,ACES,Forestry,45,12
1610,1988,ACES,GEN AGR,13,4
1611,1988,ACES,GEN H ECON,0,3
1612,1988,ACES,H DVL-FAM,3,79
1613,1988,ACES,HR&FS A&ID,5,10
1614,1988,ACES,HR&FS GEN,1,6
1615,1988,ACES,HU DEV&FAM,2,14
1616,1988,ACES,Horticulture,37,22
1617,1988,ACES,INST MGMT,1,3
1618,1988,ACES,INT DSGN,6,95
1619,1988,ACES,Industrial Agriculture,68,23
1620,1988,ACES,MKT TEXT&A,2,115
1621,1988,ACES,Mechanical Agriculture,23,0
1622,1988,ACES,Nutritional Sciences,9,32
1623,1988,ACES,ORN HORT,34,37
1624,1988,ACES,PLANT PATH,20,10
1625,1988,ACES,Physics,333,39
1626,1988,ACES,REST MGMT,61,65
1627,1988,ACES,SOIL SCI,4,0
1628,1988,ACES,Secondary Education,20,12
1629,1988,ACES,Spanish,26,26
1630,1988,ACES,Speech & Hearing Science,4,105
1631,1988,ACES,Statistics,37,32
1632,1988,ACES,TEXT-APPRL,1,35
1633,1988,ACES,Teaching of Biological Science,0,2
1634,1988,ACES,Teaching of Chemistry,7,4
1635,1988,ACES,Teaching of English Sec Lang,17,55
1636,1988,ACES,Teaching of French,2,24
1637,1988,ACES,Teaching of German,3,10
1638,1988,ACES,Teaching of Latin,0,1
1639,1988,ACES,Teaching of Mathematics,18,31
1640,1988,ACES,Teaching of Physics,3,0
1641,1988,ACES,VOC H E ED,0,6
