,Fall,College,Major Name,Male,Female
1289,1986,Engineering,Aero & Astro Engineering,540,59
1290,1986,Engineering,Agricultural Engineering,72,2
1291,1986,Engineering,CER ENGR,156,48
1292,1986,Engineering,Civil Engineering,470,83
1293,1986,Engineering,Computer Engineering,407,56
1294,1986,Engineering,Computer Science,383,105
1295,1986,Engineering,ENGR MECH,44,13
1296,1986,Engineering,ENGR PHYS,100,8
1297,1986,Engineering,ENV ENGR,28,4
1298,1986,Engineering,ENV SCI,6,5
1299,1986,Engineering,Electrical Engineering,1813,228
1300,1986,Engineering,GEN ENGR,347,157
1301,1986,Engineering,Industrial Engineering,133,69
1302,1986,Engineering,METAL ENGR,155,30
1303,1986,Engineering,Mechanical Engineering,896,114
1304,1986,Engineering,Nuclear Engineering,140,12
1305,1986,Engineering,TCH CS,1,1
1306,1986,Engineering,Theoretical & Applied Mechans,41,4
