,Fall,College,Major Name,Male,Female
4458,2002,Education,BUS EDUC,0,1
4459,2002,Education,ED POL ST,32,64
4460,2002,Education,ED SEC&CON,37,82
4461,2002,Education,EDUC ELEMENTARY,15,92
4462,2002,Education,EDUC GEN,28,252
4463,2002,Education,Early Childhood Education,5,55
4464,2002,Education,Ed Organization and Leadership,52,74
4465,2002,Education,Educ Voc Tech,41,63
4466,2002,Education,Educational Psychology,41,73
4467,2002,Education,Elementary Education,33,300
4468,2002,Education,Secondary & Continuing Educ,13,17
4469,2002,Education,Special Education,15,116
4470,2002,Education,UG NON-DEG,0,1
