Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Actuarial Science,2,1,0,0,0,0,16,0,0,0,0,0
African American Studies,0,0,4,0,0,0,1,0,0,0,0,0
Anthropology,33,0,2,7,1,0,20,0,0,0,0,0
Applied Mathematics,5,0,1,0,0,0,8,0,0,0,0,0
Asian Studies,4,0,0,0,0,0,4,0,0,0,0,0
Astronomy,6,0,0,0,0,0,20,0,0,0,0,0
Atmospheric Sciences,18,0,0,1,0,0,22,0,0,0,0,0
BIOCH,92,49,6,4,0,0,16,0,0,0,0,0
Biochemistry,35,12,2,2,0,0,25,0,0,0,0,0
Biology,525,158,53,45,2,0,39,0,0,0,0,0
Biophysics & Computnl Biology,16,8,0,1,0,0,42,0,0,0,0,0
CELL & STR BIOL,27,5,1,2,0,0,30,0,0,0,0,0
CHEM E NUS,0,0,0,0,0,0,5,0,0,0,0,0
Chemical Engineering,235,74,10,11,0,0,77,0,0,0,0,0
Chemical Physics,1,1,0,0,0,0,3,0,0,0,0,0
Chemistry,276,20,6,4,0,0,73,0,0,0,0,0
Classical Philology,4,0,0,0,0,0,3,0,0,0,0,0
Classics,2,0,0,0,0,0,1,0,0,0,0,0
Comparative Literature,9,2,0,2,0,0,10,0,0,0,0,0
Creative Writing,18,2,0,1,0,0,0,0,0,0,0,0
E Asian Languages & Cultures,2,1,0,0,0,0,19,0,0,0,0,0
English,97,2,10,2,0,0,12,0,0,0,0,0
Entomology,25,1,1,0,0,0,8,0,0,0,0,0
French,16,0,0,0,0,0,12,0,0,0,0,0
GEN CURR,1183,242,320,270,8,0,36,0,0,0,0,0
Geography,22,1,1,1,0,0,15,0,0,0,0,0
Geology,23,3,0,0,0,0,17,0,0,0,0,0
German,10,0,0,0,0,0,8,0,0,0,0,0
History,62,2,6,3,0,0,22,0,0,0,0,0
Italian,1,0,0,0,0,0,2,0,0,0,0,0
LATIN AMER ST,3,0,0,0,0,0,0,0,0,0,0,0
Linguistics,12,3,1,1,0,0,48,0,0,0,0,0
Mathematics,51,9,0,3,0,0,97,0,0,0,0,0
Microbiology,32,4,1,2,0,0,20,0,0,0,0,0
Molecular & Integrative Physi,9,6,1,3,0,0,20,0,0,0,0,0
Molecular and Cellular Biology,11,3,1,2,0,0,5,0,0,0,0,0
Neuroscience,26,6,0,3,0,0,17,0,0,0,0,0
PRE-JOURN,393,47,71,65,5,0,5,0,0,0,0,0
PRE-MED,156,61,53,25,2,0,5,0,0,0,0,0
Philosophy,33,0,1,1,0,0,3,0,0,0,0,0
Plant Biology,11,1,0,0,0,0,9,0,0,0,0,0
Political Science,25,4,2,0,0,0,13,0,0,0,0,0
Portuguese,0,0,0,0,0,0,3,0,0,0,0,0
Psychology,96,20,7,12,0,0,54,0,0,0,0,0
REES,4,1,0,0,0,0,2,0,0,0,0,0
Slavic Languages & Literature,3,0,0,0,0,0,1,0,0,0,0,0
Sociology,17,0,1,4,0,0,25,0,0,0,0,0
Speech Communication,39,0,0,2,1,0,12,0,0,0,0,0
TRANSITION,8,6,161,29,0,0,0,0,0,0,0,0
UNCLASS,56,1,6,5,0,0,72,0,0,0,0,0
UNCM FR&SO,119,11,41,19,3,0,2,0,0,0,0,0
