Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Architectural Studies,406,37,24,36,2,0,19,0,0,0,0,0
Architecture,144,11,7,7,0,0,53,0,0,0,0,0
Art Education,66,17,1,4,0,0,7,0,0,0,0,0
Art History,34,4,4,5,0,0,7,0,0,0,0,0
Art and Design,230,21,7,16,0,0,11,0,0,0,0,0
Crafts,21,4,0,3,1,0,1,0,0,0,0,0
Dance,46,1,5,4,1,0,4,0,0,0,0,0
Graphic Design,52,12,4,4,0,0,8,0,0,0,0,0
Industrial Design,48,16,1,5,0,0,4,0,0,0,0,0
Landscape Architecture,118,5,3,4,0,0,19,0,0,0,0,0
MUS-VOICE,19,3,1,3,0,0,1,0,0,0,0,0
MUSIC(AMS),51,5,2,3,0,0,50,0,0,0,0,0
MUSIC-COMP,8,3,2,0,0,0,0,0,0,0,0,0
MUSIC-INST,75,9,3,3,0,0,10,0,0,0,0,0
MUSIC-OPEN,6,1,0,0,0,0,0,0,0,0,0,0
Music,91,13,3,3,1,0,28,0,0,0,0,0
Music Education,196,8,3,4,0,0,4,0,0,0,0,0
Music History,5,0,0,0,0,0,0,0,0,0,0,0
PERFORM ST,21,1,2,0,0,0,0,0,0,0,0,0
Regional Planning,2,1,0,0,0,0,28,0,0,0,0,0
Theatre,36,2,0,1,0,0,0,0,0,0,0,0
UNCLASS,11,1,0,1,0,0,15,0,0,0,0,0
Urban Planning,125,5,11,6,1,0,19,0,0,0,0,0
