Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Biology,27,0,1,0,0,0,2,0,0,0,0,0
HEALTH&SAF,13,1,0,0,0,0,0,0,0,0,0,0
HLTH EDUC,60,1,8,1,0,0,1,0,0,0,0,0
HLTH PL AD,14,0,0,0,0,0,0,0,0,0,0,0
Kinesiology,218,0,6,4,1,0,20,0,0,0,0,0
Leisure Studies,41,0,2,1,0,0,2,0,0,0,0,0
MOTOR DEV,23,0,0,0,0,0,0,0,0,0,0,0
MOTOR P&SP,17,1,0,0,0,0,0,0,0,0,0,0
OUTDR REC,47,0,1,0,0,0,1,0,0,0,0,0
PROG MANAG,95,1,6,0,0,0,0,0,0,0,0,0
SCH HEALTH,14,0,0,0,0,0,0,0,0,0,0,0
SOC SCI SP,6,0,1,0,0,0,0,0,0,0,0,0
TCH KINES,6,0,0,0,0,0,1,0,0,0,0,0
THER REC,82,2,4,0,0,0,0,0,0,0,0,0
