Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Architectural Studies,521,41,27,16,3,0,7,0,0,0,0,0
Architecture,179,9,2,3,0,0,29,0,0,0,0,0
Art Education,58,2,4,0,1,0,8,0,0,0,0,0
Art History,66,3,0,0,0,0,7,0,0,0,0,0
Art and Design,316,27,10,14,1,0,9,0,0,0,0,0
Crafts,15,3,0,0,0,0,0,0,0,0,0,0
Dance,44,1,1,0,0,0,2,0,0,0,0,0
Graphic Design,102,14,0,3,1,0,0,0,0,0,0,0
Industrial Design,81,5,2,3,0,0,2,0,0,0,0,0
Landscape Architecture,118,7,1,5,1,0,5,0,0,0,0,0
MUS-VOICE,38,1,4,0,0,0,1,0,0,0,0,0
MUSIC(AMS),59,4,1,2,0,0,8,0,0,0,0,0
MUSIC-COMP,4,0,0,0,0,0,0,0,0,0,0,0
MUSIC-INST,67,6,1,1,0,0,3,0,0,0,0,0
Music,119,5,4,3,0,0,24,0,0,0,0,0
Music Education,253,11,4,3,1,0,12,0,0,0,0,0
Music History,4,0,0,0,0,0,0,0,0,0,0,0
PERFORM ST,9,0,1,0,0,0,1,0,0,0,0,0
Regional Planning,6,1,0,0,0,0,6,0,0,0,0,0
Theatre,45,0,0,1,0,0,0,0,0,0,0,0
UNCLASS,24,0,0,0,0,0,7,0,0,0,0,0
Urban Planning,122,6,10,0,0,0,11,0,0,0,0,0
