Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Architectural Studies,332,45,9,41,1,1,55,5,11,4,0,0
Architecture,117,13,7,15,0,0,32,4,8,3,0,0
Art Education,74,2,1,4,0,0,8,1,2,2,0,0
Art Foundation,85,26,10,10,1,0,13,4,11,1,0,0
Art History,17,1,0,3,0,0,6,1,0,0,0,0
Art and Design,22,1,0,1,0,0,12,0,0,1,0,0
Crafts,9,2,1,0,0,0,1,0,1,0,0,0
Dance,55,3,15,6,0,0,0,0,16,0,0,0
Graphic Design,46,14,3,1,0,0,2,1,3,0,0,0
History of Art,11,0,0,1,0,0,1,0,0,0,0,0
Industrial Design,50,24,2,10,0,0,19,2,3,0,0,0
Instrumental Music,54,12,1,4,0,0,8,1,2,0,0,0
Jazz Performance,28,1,3,1,0,0,0,0,3,0,0,0
Landscape Architecture,84,7,2,7,0,0,24,2,2,0,0,0
Music,185,14,7,13,0,0,130,2,8,2,0,0
Music Composition,8,2,0,1,0,0,1,0,0,0,0,0
Music Education,179,13,4,8,0,0,3,0,5,1,0,0
Music History,5,2,0,0,0,0,1,0,0,0,0,0
Musicology,8,0,0,1,0,0,5,0,1,1,0,0
New Media,22,1,0,0,0,0,2,0,0,0,0,0
Nondegree,9,2,1,0,0,0,9,0,1,0,0,0
Open Studies,4,1,1,0,0,0,1,0,2,0,0,0
Painting,19,4,1,6,0,0,4,0,1,0,0,0
Photography,29,0,2,4,0,0,1,0,2,0,0,0
Regional Planning,9,3,0,0,0,0,12,0,0,0,0,0
Sculpture,3,0,0,0,0,0,0,0,0,0,0,0
Theatre,124,2,14,14,0,1,14,2,16,2,0,0
Urban Planning,82,11,17,16,0,0,16,1,19,1,0,0
Voice,27,2,2,1,0,0,0,0,2,0,0,0
