Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Audiology,22,6,0,1,0,0,0,0,0,0,0,6
Community Health,241,97,134,96,0,0,14,1,145,8,4,105
Health,0,0,2,0,0,0,0,0,2,0,0,0
Interdisciplinary Health Sci,109,38,24,48,0,0,5,0,30,3,2,49
Kinesiology,403,78,35,61,1,0,25,2,45,5,4,96
Nondegree,17,4,0,4,0,0,4,0,0,0,0,4
Public Health,13,8,2,3,0,0,0,0,2,0,0,12
"Recreation, Sport, and Tourism ",194,23,55,28,0,0,24,0,64,5,1,26
Rehabilitation,2,1,0,0,0,0,0,0,0,0,0,1
Speech & Hearing Science,254,25,8,36,0,0,14,1,10,1,3,29
