Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Architectural Studies,403,71,18,41,3,0,40,5,0,0,0,0
Architecture,116,18,4,12,1,0,42,5,0,0,0,0
Art Education,85,6,1,6,1,0,6,0,0,0,0,0
Art Foundation,97,14,4,9,0,0,19,3,0,0,0,0
Art History,24,1,0,3,0,0,6,2,0,0,0,0
Art and Design,22,3,0,2,1,0,14,0,0,0,0,0
Crafts,15,1,0,3,1,0,0,0,0,0,0,0
Dance,59,4,8,6,0,0,3,2,0,0,0,0
Graphic Design,44,20,1,1,0,0,5,0,0,0,0,0
History of Art,12,0,0,0,0,0,0,1,0,0,0,0
Industrial Design,63,20,2,6,0,0,13,3,0,0,0,0
Instrumental Music,68,18,1,5,1,0,6,3,0,0,0,0
Jazz Performance,31,2,2,1,1,0,0,1,0,0,0,0
Landscape Architecture,110,8,6,6,0,0,20,5,0,0,0,0
Music,181,17,3,12,1,0,122,12,0,0,0,0
Music Composition,7,0,0,0,0,0,1,1,0,0,0,0
Music Education,226,14,4,9,1,0,3,10,0,0,0,0
Music History,1,0,0,1,0,0,0,0,0,0,0,0
Musicology,12,0,1,1,0,0,5,0,0,0,0,0
New Media,9,2,2,0,0,0,2,0,0,0,0,0
Nondegree,5,1,0,0,0,0,15,1,0,0,0,0
Open Studies,7,2,0,1,0,0,1,1,0,0,0,0
Painting,20,4,1,8,0,0,0,2,0,0,0,0
Photography,25,1,0,2,0,0,1,0,0,0,0,0
Regional Planning,6,1,0,1,0,0,11,0,0,0,0,0
Sculpture,10,0,0,0,0,0,0,0,0,0,0,0
Theatre,147,4,19,9,0,0,6,3,0,0,0,0
Urban Planning,93,4,20,15,1,0,14,3,0,0,0,0
Voice,28,2,1,2,0,0,1,1,0,0,0,0
