Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Biology,93,2,4,1,1,0,1,0,0,0,0,0
CUR INST 2,1,0,0,0,0,0,0,0,0,0,0,0
CUR INST#1,7,1,0,0,0,0,0,0,0,0,0,0
CUR INST#3,8,0,0,0,0,0,0,0,0,0,0,0
HLTH EDUC,12,2,5,1,0,0,0,0,0,0,0,0
HLTH PL AD,42,4,7,1,0,0,0,0,0,0,0,0
Kinesiology,192,21,7,5,1,0,28,0,0,0,0,0
Leisure Studies,23,1,1,0,0,0,13,0,0,0,0,0
MSPH IN C HLTH,3,0,1,0,0,0,0,0,0,0,0,0
OUTDR REC,6,1,0,1,0,0,0,0,0,0,0,0
PERSN AREA,0,0,0,0,0,0,0,0,0,0,0,0
PROG MANAG,113,4,5,2,0,0,0,0,0,0,0,0
Rehabilitation,10,0,0,0,0,0,0,0,0,0,0,0
SOC SCI SP,15,1,0,0,0,0,0,0,0,0,0,0
TCH KINES,1,0,0,0,0,0,0,0,0,0,0,0
THER REC,27,0,1,0,1,0,0,0,0,0,0,0
