Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Biology,66,2,2,0,0,0,0,0,0,0,0,0
CUR INST#1,4,0,3,0,0,0,0,0,0,0,0,0
CUR INST#3,5,0,0,0,0,0,0,0,0,0,0,0
HLTH EDUC,16,1,2,0,0,0,0,0,0,0,0,0
HLTH PL AD,65,7,19,3,0,0,0,0,0,0,0,0
Kinesiology,288,27,23,10,1,0,19,0,0,0,0,0
Leisure Studies,64,6,7,2,1,0,14,0,0,0,0,0
MSPH IN C HLTH,7,1,2,0,0,0,2,0,0,0,0,0
PERSN AREA,2,0,0,0,0,0,0,0,0,0,0,0
PROG MANAG,69,6,9,2,1,0,1,0,0,0,0,0
Rehabilitation,21,1,3,0,0,0,2,0,0,0,0,0
SOC SCI SP,5,0,1,0,0,0,0,0,0,0,0,0
TCH KINES,1,0,0,0,0,0,1,0,0,0,0,0
THER REC,17,0,0,0,0,0,0,0,0,0,0,0
