Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Consumer Economics,451,40,25,26,0,0,84,20,0,0,0,0
Agr & Environmental Cmc & Educ,71,1,4,0,0,0,1,5,0,0,0,0
Agr Engineering & Agr Science,59,4,2,2,0,0,1,1,0,0,0,0
"Agribusiness, Farm & Financial ",2,1,1,0,0,0,0,0,0,0,0,0
Agricultural Education,2,0,0,0,0,0,0,0,0,0,0,0
Agricultural Production,5,0,0,0,0,0,0,0,0,0,0,0
Animal Sciences,477,27,26,31,1,0,45,13,0,0,0,0
Bioenergy,3,1,0,0,0,0,2,0,0,0,0,0
Bioinformatics,0,0,0,0,0,0,3,0,0,0,0,0
Crop Sciences,120,3,4,2,2,0,28,4,0,0,0,0
Food Science & Human Nutrition,277,47,14,19,1,0,79,6,0,0,0,0
Horticulture,45,0,1,2,0,0,0,3,0,0,0,0
Human & Community Development,17,5,4,0,0,0,3,1,0,0,0,0
Human Development & Family St,152,14,19,14,0,0,5,4,0,0,0,0
"Intl, Resource, Consumer Econ ",0,1,0,1,0,0,0,0,0,0,0,0
Natural Res & Env Sciences,56,4,0,1,0,0,24,3,0,0,0,0
Natural Resrcs & Environ Sci,151,16,1,14,0,0,7,6,0,0,0,0
Nondegree,25,2,0,3,1,0,14,3,0,0,0,0
Nutritional Sciences,34,5,2,3,0,0,14,0,0,0,0,0
