Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Biology,32,0,2,0,0,0,1,0,0,0,0,0
CUR INST 2,21,0,0,0,0,0,0,0,0,0,0,0
CUR INST#1,3,0,0,0,0,0,0,0,0,0,0,0
CUR INST#3,9,0,0,0,0,0,0,0,0,0,0,0
HEALTH&SAF,5,0,0,0,0,0,0,0,0,0,0,0
HLTH EDUC,17,2,5,0,0,0,1,0,0,0,0,0
HLTH PL AD,15,0,0,0,0,0,0,0,0,0,0,0
Kinesiology,199,4,2,5,1,0,22,0,0,0,0,0
Leisure Studies,40,0,0,0,0,0,4,0,0,0,0,0
MOTOR DEV,11,0,0,0,0,0,0,0,0,0,0,0
MOTOR P&SP,11,0,0,0,0,0,0,0,0,0,0,0
OUTDR REC,40,0,1,0,0,0,0,0,0,0,0,0
PHYS ED,1,0,0,0,0,0,0,0,0,0,0,0
PROG MANAG,100,1,3,1,0,0,0,0,0,0,0,0
SCH HEALTH,3,0,0,1,0,0,0,0,0,0,0,0
SOC SCI SP,8,0,1,0,0,0,1,0,0,0,0,0
TCH KINES,1,0,1,0,0,0,1,0,0,0,0,0
THER REC,84,4,3,0,0,0,0,0,0,0,0,0
