Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Architectural Studies,526,33,19,19,0,0,6,0,0,0,0,0
Architecture,179,8,2,1,0,0,21,0,0,0,0,0
Art Education,49,2,2,0,0,0,6,0,0,0,0,0
Art History,65,3,0,1,0,0,4,0,0,0,0,0
Art and Design,348,19,8,9,2,0,10,0,0,0,0,0
Crafts,14,0,0,0,0,0,0,0,0,0,0,0
Dance,43,0,0,0,0,0,3,0,0,0,0,0
Graphic Design,133,8,1,1,1,0,0,0,0,0,0,0
Industrial Design,114,13,2,4,0,0,0,0,0,0,0,0
Landscape Architecture,126,1,2,4,1,0,2,0,0,0,0,0
MUS-VOICE,49,2,3,0,0,0,1,0,0,0,0,0
MUSIC(AMS),48,1,1,0,0,0,7,0,0,0,0,0
MUSIC-COMP,5,0,0,0,0,0,1,0,0,0,0,0
MUSIC-INST,81,4,1,1,0,0,2,0,0,0,0,0
Music,120,1,6,3,0,0,20,0,0,0,0,0
Music Education,236,4,4,3,0,0,15,0,0,0,0,0
Music History,2,0,0,0,0,0,0,0,0,0,0,0
PERFORM ST,16,0,0,0,0,0,0,0,0,0,0,0
Regional Planning,1,0,0,0,0,0,3,0,0,0,0,0
Theatre,34,0,1,1,1,0,0,0,0,0,0,0
UNCLASS,15,0,0,0,0,0,8,0,0,0,0,0
Urban Planning,135,4,8,0,1,0,10,0,0,0,0,0
