Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Architectural Studies,484,51,22,16,1,0,9,0,0,0,0,0
Architecture,175,10,6,2,1,0,21,0,0,0,0,0
Art Education,56,2,3,3,0,0,11,0,0,0,0,0
Art History,57,5,1,2,1,0,7,0,0,0,0,0
Art and Design,280,26,11,21,2,0,5,0,0,0,0,0
Crafts,16,2,1,3,0,0,0,0,0,0,0,0
Dance,33,1,2,2,0,0,3,0,0,0,0,0
Graphic Design,113,13,2,2,0,0,1,0,0,0,0,0
Industrial Design,65,4,0,3,0,0,2,0,0,0,0,0
Landscape Architecture,118,2,0,2,1,0,8,0,0,0,0,0
MUS-VOICE,27,1,4,0,0,0,0,0,0,0,0,0
MUSIC(AMS),45,2,2,2,0,0,9,0,0,0,0,0
MUSIC-COMP,11,0,0,0,0,0,0,0,0,0,0,0
MUSIC-INST,80,7,0,1,0,0,2,0,0,0,0,0
MUSIC-OPEN,3,0,0,0,0,0,0,0,0,0,0,0
Music,101,3,3,3,0,0,18,0,0,0,0,0
Music Education,224,10,2,5,1,0,5,0,0,0,0,0
Music History,3,0,0,0,0,0,0,0,0,0,0,0
PERFORM ST,11,0,1,0,0,0,0,0,0,0,0,0
Regional Planning,9,1,1,0,0,0,8,0,0,0,0,0
Theatre,26,0,2,0,1,0,2,0,0,0,0,0
UNCLASS,26,0,1,0,0,0,6,0,0,0,0,0
Urban Planning,119,3,11,0,0,0,7,0,0,0,0,0
