Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Architectural Studies,387,35,27,37,3,0,18,0,0,0,0,0
Architecture,135,10,3,4,0,0,48,0,0,0,0,0
Art Education,69,11,2,3,0,0,10,0,0,0,0,0
Art History,29,3,3,6,0,0,6,0,0,0,0,0
Art and Design,207,37,11,20,0,0,13,0,0,0,0,0
Crafts,19,6,1,3,1,0,0,0,0,0,0,0
Dance,48,1,6,5,1,0,5,0,0,0,0,0
Graphic Design,67,12,2,2,0,0,6,0,0,0,0,0
Industrial Design,48,18,2,6,0,0,1,0,0,0,0,0
Landscape Architecture,111,6,5,2,0,0,28,0,0,0,0,0
MUS-VOICE,14,3,3,3,0,0,1,0,0,0,0,0
MUSIC(AMS),43,5,2,2,0,0,53,0,0,0,0,0
MUSIC-COMP,13,3,1,0,0,0,0,0,0,0,0,0
MUSIC-INST,67,7,2,3,0,0,4,0,0,0,0,0
MUSIC-OPEN,3,1,0,0,0,0,1,0,0,0,0,0
Music,85,12,4,6,1,0,26,0,0,0,0,0
Music Education,206,14,6,6,0,0,5,0,0,0,0,0
Music History,4,0,0,0,0,0,0,0,0,0,0,0
PERFORM ST,26,1,1,1,0,0,0,0,0,0,0,0
Regional Planning,0,1,0,0,0,0,19,0,0,0,0,0
Theatre,44,1,0,0,0,0,0,0,0,0,0,0
UNCLASS,7,1,1,0,0,0,23,0,0,0,0,0
Urban Planning,108,7,13,5,1,0,26,0,0,0,0,0
