Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Consumer Economics,26,2,0,0,0,0,55,2,0,0,0,0
Agr & Environmental Cmc & Educ,101,1,6,2,0,0,0,2,0,0,0,0
Agr Engineering & Agr Science,38,3,1,1,0,0,1,1,0,0,0,0
"Agribusiness, Farm & Financial ",249,9,17,5,0,0,5,1,0,0,0,0
Agricultural Economics,0,0,0,0,0,0,1,0,0,0,0,0
Agricultural Education,10,0,0,0,0,0,0,0,0,0,0,0
Animal Sciences,519,22,9,17,0,0,19,8,0,0,0,0
Consumer and Textile Marketing,77,9,8,3,0,0,0,2,0,0,0,0
Crop Sciences,116,3,3,2,0,0,27,3,0,0,0,0
Food Science & Human Nutrition,311,41,13,10,0,0,33,5,0,0,0,0
Forestry,5,0,0,0,0,0,0,0,0,0,0,0
Horticulture,68,1,0,4,0,0,0,1,0,0,0,0
Human & Community Development,11,3,3,1,0,0,8,0,0,0,0,0
Human Development & Family St,153,11,12,13,1,0,0,3,0,0,0,0
"Intl, Resource, Consumer Econ ",134,21,7,9,0,0,0,5,0,0,0,0
Natural Res & Env Sciences,74,5,1,2,0,0,33,0,0,0,0,0
Natural Resrcs & Environ Sci,179,10,2,4,0,0,0,7,0,0,0,0
Nondegree,2,0,0,0,0,0,18,0,0,0,0,0
Nutritional Sciences,29,4,3,5,0,0,14,0,0,0,0,0
