Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Biology,98,4,2,4,0,0,1,0,0,0,0,0
CUR INST 2,1,0,0,0,0,0,0,0,0,0,0,0
CUR INST#1,2,1,1,0,0,0,1,0,0,0,0,0
CUR INST#3,8,0,0,0,0,0,0,0,0,0,0,0
HLTH EDUC,13,1,4,0,0,0,0,0,0,0,0,0
HLTH PL AD,49,6,8,1,0,0,0,0,0,0,0,0
Kinesiology,205,18,9,1,1,0,24,0,0,0,0,0
Leisure Studies,24,1,1,0,0,0,12,0,0,0,0,0
MSPH IN C HLTH,4,0,0,0,0,0,1,0,0,0,0,0
OUTDR REC,3,0,0,0,0,0,0,0,0,0,0,0
PERSN AREA,1,0,0,0,0,0,0,0,0,0,0,0
PROG MANAG,135,9,7,3,0,0,0,0,0,0,0,0
Rehabilitation,15,0,0,1,0,0,0,0,0,0,0,0
SOC SCI SP,9,1,2,0,0,0,0,0,0,0,0,0
TCH KINES,1,0,0,0,0,0,0,0,0,0,0,0
THER REC,31,0,0,1,0,0,0,0,0,0,0,0
