Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Architectural Studies,477,48,22,22,1,0,11,0,0,0,0,0
Architecture,168,9,8,2,1,0,10,0,0,0,0,0
Art Education,45,3,6,4,0,0,9,0,0,0,0,0
Art History,65,4,2,3,0,0,5,0,0,0,0,0
Art and Design,253,41,10,11,4,0,10,0,0,0,0,0
Crafts,17,0,2,4,0,0,0,0,0,0,0,0
Dance,33,1,2,1,0,0,4,0,0,0,0,0
Graphic Design,105,14,2,2,0,0,1,0,0,0,0,0
Industrial Design,69,6,0,3,0,0,0,0,0,0,0,0
Landscape Architecture,118,2,3,3,1,0,8,0,0,0,0,0
MUS-VOICE,30,4,6,1,0,0,0,0,0,0,0,0
MUSIC(AMS),44,2,2,3,0,0,7,0,0,0,0,0
MUSIC-COMP,10,0,0,0,0,0,0,0,0,0,0,0
MUSIC-INST,68,7,2,2,0,0,2,0,0,0,0,0
MUSIC-OPEN,4,0,0,0,0,0,0,0,0,0,0,0
Music,109,7,4,3,0,0,15,0,0,0,0,0
Music Education,203,11,5,5,1,0,6,0,0,0,0,0
Music History,1,0,0,0,0,0,0,0,0,0,0,0
PERFORM ST,9,0,0,0,0,0,0,0,0,0,0,0
Regional Planning,8,0,1,0,0,0,7,0,0,0,0,0
Theatre,28,0,0,0,1,0,1,0,0,0,0,0
UNCLASS,20,3,0,1,0,0,6,0,0,0,0,0
Urban Planning,134,7,7,0,0,0,4,0,0,0,0,0
