Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Biology,74,1,0,2,1,0,1,0,0,0,0,0
CUR INST 2,19,0,0,2,0,0,0,0,0,0,0,0
CUR INST#1,7,0,0,1,0,0,0,0,0,0,0,0
CUR INST#3,8,0,0,0,0,0,0,0,0,0,0,0
HEALTH&SAF,6,0,1,0,0,0,0,0,0,0,0,0
HLTH EDUC,28,1,0,3,0,0,0,0,0,0,0,0
HLTH PL AD,19,1,0,0,0,0,0,0,0,0,0,0
Kinesiology,198,7,5,3,1,0,28,0,0,0,0,0
Leisure Studies,30,1,0,0,0,0,6,0,0,0,0,0
MOTOR P&SP,1,0,0,0,0,0,0,0,0,0,0,0
OUTDR REC,25,0,1,1,0,0,0,0,0,0,0,0
PERSN AREA,2,0,0,0,0,0,0,0,0,0,0,0
PROG MANAG,142,3,10,2,1,0,0,0,0,0,0,0
SCH HEALTH,1,0,0,0,0,0,0,0,0,0,0,0
SOC SCI SP,7,0,0,0,0,0,1,0,0,0,0,0
TCH KINES,2,0,0,0,0,0,0,0,0,0,0,0
THER REC,51,3,4,0,0,0,0,0,0,0,0,0
