Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
ED POL ST,23,3,23,7,0,0,8,0,0,0,0,0
ED SEC&CON,38,0,6,1,0,0,21,0,0,0,0,0
EDUC ELEMENTARY,48,1,4,3,2,0,15,0,0,0,0,0
EDUC GEN,179,16,7,13,1,0,0,0,0,0,0,0
Early Childhood Education,43,4,3,2,0,0,1,0,0,0,0,0
Ed Organization and Leadership,107,0,14,0,0,0,5,0,0,0,0,0
Educ Voc Tech,44,1,8,1,0,0,15,0,0,0,0,0
Educational Psychology,64,5,5,1,0,0,37,0,0,0,0,0
Elementary Education,194,16,14,4,0,0,0,0,0,0,0,0
Secondary & Continuing Educ,22,3,1,1,0,0,0,0,0,0,0,0
Special Education,69,3,7,0,0,0,17,0,0,0,0,0
TCH ENGL IN MN,7,2,1,1,0,0,0,0,0,0,0,0
TCH ENGL OUT MN,33,0,3,0,1,0,0,0,0,0,0,0
TCH GEN SCIENCE,7,0,0,0,0,0,0,0,0,0,0,0
TCH LIFE SCI,3,0,0,0,0,0,0,0,0,0,0,0
TCH PS CHEM,4,1,0,0,0,0,0,0,0,0,0,0
TCH PS PHYSICS,1,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST IN,22,1,2,0,1,0,0,0,0,0,0,0
TCH SOC ST OUT,20,2,1,2,0,0,0,0,0,0,0,0
TECH ED INDUST,1,0,0,0,0,0,0,0,0,0,0,0
TECH ED LAW ENF,1,0,0,0,0,0,0,0,0,0,0,0
UG NON-DEG,1,0,0,0,0,0,0,0,0,0,0,0
