Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
African Studies,2,0,2,0,0,0,2,0,2,0,0,0
Asian Studies,5,1,0,0,0,0,2,0,0,0,0,0
Astronomy,31,8,0,7,1,0,16,0,1,2,0,0
Atmospheric Sciences,97,4,0,9,0,0,15,0,1,0,0,0
Biochemistry,82,53,4,8,0,0,53,1,5,1,0,0
Biology,422,209,54,63,1,0,36,7,65,9,0,0
Biophysics & Computnl Biology,18,5,0,2,0,0,44,0,0,0,0,0
Cell and Developmental Biology,10,5,0,1,0,0,22,0,0,0,0,0
Cell and Structural Biology,0,0,0,0,0,0,2,0,0,0,0,0
Chemical Engineering,337,113,14,31,1,1,124,7,17,2,0,0
Chemical Physics,4,0,1,1,0,0,4,0,1,0,0,0
Chemistry,396,137,22,32,1,1,138,10,23,4,0,0
Classical Philology,5,1,0,2,0,0,0,0,0,0,0,0
Classics,19,2,0,3,0,0,1,0,0,0,0,0
Communication,517,49,153,74,1,0,56,6,158,3,0,0
Comparative Literature,18,2,1,1,0,0,9,1,1,0,0,0
Creative Writing,13,1,0,1,0,0,0,1,0,0,0,0
E Asian Languages & Cultures,30,33,5,5,1,0,24,0,5,2,0,0
"Earth Systems, Env, & Society ",81,4,4,8,0,0,7,0,5,2,0,0
"Earth, Society, & Environment ",18,2,2,0,0,0,3,0,2,0,0,0
"Ecol, Evol, Conservation Biol ",16,2,0,1,1,0,2,1,0,1,0,0
Economics,244,110,8,18,0,0,531,6,10,0,0,0
English,518,53,41,50,1,0,18,5,50,5,0,0
Entomology,20,2,0,2,0,0,9,2,0,0,0,0
European Union Studies,8,0,0,0,0,0,0,0,0,0,0,0
French,57,1,5,3,0,0,7,0,7,2,0,0
Gender and Women's Studies,7,2,6,1,0,0,0,0,6,0,0,0
General Curriculum,4,0,16,4,0,0,0,0,16,0,0,0
Geography,35,2,5,2,0,0,17,1,5,1,0,0
Geology,42,4,1,3,1,0,12,1,2,3,0,0
German,9,0,0,0,0,0,6,0,0,0,0,0
Germanic Lang & Lit,11,0,0,1,0,0,0,0,0,0,0,0
Global Studies,153,36,14,29,0,1,21,2,16,1,0,0
Health Communication,1,0,0,0,0,0,0,0,0,0,0,0
History,425,19,16,32,0,1,20,3,25,1,0,0
History of Art,18,6,2,0,0,1,4,1,2,0,0,0
Individual Plans of Study,3,2,0,0,0,0,0,0,0,0,0,0
Integrative Biology,305,54,15,34,2,1,21,2,19,4,0,0
Interdisciplinary,5,3,1,0,0,1,0,0,1,0,0,0
International Studies,19,8,3,6,0,0,8,1,4,1,0,0
Italian,3,0,0,2,0,0,1,0,0,0,0,0
LAS - Undeclared,2,2,126,35,1,0,1,2,135,4,0,0
Latin American Studies,4,0,1,6,0,0,1,0,1,1,0,0
Latina/Latino Studies,0,0,0,8,0,0,0,0,0,0,0,0
Linguistics,56,13,2,1,0,0,27,1,3,0,0,0
Math & Computer Science,29,13,2,4,0,0,22,1,2,0,0,0
Mathematics,299,50,6,25,0,2,246,11,8,2,0,0
Microbiology,29,3,1,6,1,0,17,2,1,1,0,0
Molecular & Integrative Physi,15,3,1,2,0,0,10,0,1,0,0,0
Molecular and Cellular Biology,569,287,56,54,1,6,53,8,60,2,0,0
Molecular&Cell Bio-undeclared,17,1,0,0,0,0,20,0,0,0,0,0
Neuroscience,28,9,2,6,0,1,12,1,3,1,0,0
Nondegree,59,5,3,3,0,0,97,5,4,1,0,0
Philosophy,90,15,6,7,0,0,8,1,7,1,0,0
Physics,140,24,2,14,0,0,56,2,2,3,0,0
Plant Biology,27,3,2,1,1,0,6,1,2,1,0,0
Political Science,539,89,54,83,0,2,42,5,62,10,0,0
Portuguese,1,0,0,1,0,0,2,0,0,0,0,0
Psychology,816,187,99,140,1,2,159,7,113,10,0,0
Religion,11,4,2,1,0,0,0,1,2,0,0,0
Religious Studies,3,1,0,0,0,0,0,0,0,0,0,0
Rhetoric,60,12,18,10,0,0,0,4,21,0,0,0
Russian & E European Studies,1,0,0,0,0,0,0,0,1,0,0,0
Russian Lang & Literature,2,0,0,0,0,0,1,0,0,0,0,0
"Russian, E Eur, Eurasian St ",6,0,0,0,0,0,0,0,0,0,0,0
Slavic Languages & Literature,4,1,1,1,0,0,6,2,1,0,0,0
Sociology,129,30,73,51,2,1,27,6,80,10,0,0
Spanish,132,4,5,44,0,0,13,2,10,2,0,0
Speech Communication,8,0,1,2,0,0,2,0,1,0,0,0
Statistics,77,30,9,4,0,0,98,2,9,1,0,0
Statistics & Computer Science,5,2,1,0,0,0,8,0,1,0,0,0
Teaching of Biological Science,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,16,9,1,2,0,0,21,0,1,0,0,0
Teaching of French,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of German,0,1,0,0,0,0,0,0,0,0,0,0
Teaching of Latin,1,0,0,0,0,0,0,0,0,1,0,0
Teaching of Mathematics,5,0,0,0,0,0,0,0,1,1,0,0
Teaching of Spanish,22,2,0,0,0,0,0,0,0,1,0,0
