Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Biology,3,0,0,0,0,0,0,0,0,0,0,0
CUR INST#3,1,0,0,0,0,0,0,0,0,0,0,0
HLTH EDUC,6,1,4,1,0,0,0,0,0,0,0,0
HLTH PL AD,35,2,16,2,0,0,0,0,0,0,0,0
Kinesiology,362,25,26,17,0,0,18,0,0,0,0,0
Leisure Studies,178,9,19,3,3,0,11,0,0,0,0,0
MSPH IN C HLTH,9,0,3,1,0,0,2,0,0,0,0,0
PERSN AREA,0,0,1,0,0,0,0,0,0,0,0,0
PROG MANAG,12,2,3,0,1,0,0,0,0,0,0,0
Rehabilitation,25,1,4,0,0,0,2,0,0,0,0,0
SOC SCI SP,1,0,0,0,0,0,0,0,0,0,0,0
TCH KINES,1,0,0,0,0,0,0,0,0,0,0,0
THER REC,2,0,0,0,0,0,0,0,0,0,0,0
