Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Biology,17,0,1,1,0,0,0,0,0,0,0,0
HEALTH&SAF,8,0,0,0,0,0,0,0,0,0,0,0
HLTH EDUC,53,1,10,1,0,0,0,0,0,0,0,0
Kinesiology,240,1,8,3,1,0,13,0,0,0,0,0
Leisure Studies,44,0,2,0,1,0,5,0,0,0,0,0
MOTOR DEV,33,0,0,0,0,0,0,0,0,0,0,0
MOTOR P&SP,27,0,0,0,1,0,0,0,0,0,0,0
OUTDR REC,40,0,0,0,0,0,0,0,0,0,0,0
PROG MANAG,86,1,10,0,0,0,0,0,0,0,0,0
PROG SPEC,8,0,0,0,0,0,0,0,0,0,0,0
SCH HEALTH,17,0,1,0,0,0,0,0,0,0,0,0
SOC SCI SP,12,0,1,0,0,0,0,0,0,0,0,0
TCH KINES,7,0,1,0,0,0,0,0,0,0,0,0
THER REC,83,1,1,0,1,0,0,0,0,0,0,0
