Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Architectural Studies,388,42,20,41,2,0,13,0,0,0,0,0
Architecture,98,11,1,3,0,0,42,0,0,0,0,0
Art Education,68,7,3,5,0,0,9,0,0,0,0,0
Art History,43,1,1,4,0,0,5,0,0,0,0,0
Art and Design,195,35,7,13,0,0,18,0,0,0,0,0
Crafts,23,4,0,2,0,0,1,0,0,0,0,0
Dance,49,3,5,4,1,0,7,0,0,0,0,0
Graphic Design,68,17,1,1,0,0,2,0,0,0,0,0
Industrial Design,56,17,2,5,0,0,3,0,0,0,0,0
Landscape Architecture,109,6,3,1,0,0,27,0,0,0,0,0
MUS-VOICE,33,2,2,3,0,0,2,0,0,0,0,0
MUSIC(AMS),52,4,3,2,0,0,52,0,0,0,0,0
MUSIC-COMP,9,1,1,0,0,0,0,0,0,0,0,0
MUSIC-INST,65,14,1,2,1,0,5,0,0,0,0,0
MUSIC-OPEN,2,0,0,0,0,0,1,0,0,0,0,0
Music,84,3,3,6,0,0,32,0,0,0,0,0
Music Education,210,10,2,5,0,0,4,0,0,0,0,0
Music History,9,0,0,0,0,0,0,0,0,0,0,0
PERFORM ST,29,3,0,1,0,0,1,0,0,0,0,0
Regional Planning,4,1,0,0,0,0,17,0,0,0,0,0
Theatre,39,1,0,1,0,0,1,0,0,0,0,0
UNCLASS,15,3,0,1,0,0,14,0,0,0,0,0
Urban Planning,106,6,7,3,0,0,24,0,0,0,0,0
