Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Biology,53,0,2,3,0,0,1,0,0,0,0,0
CUR INST 2,25,0,0,0,0,0,0,0,0,0,0,0
CUR INST#1,5,0,0,0,0,0,0,0,0,0,0,0
CUR INST#3,10,0,0,0,0,0,0,0,0,0,0,0
HEALTH&SAF,5,0,1,0,0,0,0,0,0,0,0,0
HLTH EDUC,23,0,1,3,0,0,0,0,0,0,0,0
HLTH PL AD,26,2,0,0,0,0,0,0,0,0,0,0
Kinesiology,205,3,3,3,1,0,23,0,0,0,0,0
Leisure Studies,35,0,1,0,0,0,6,0,0,0,0,0
MOTOR DEV,2,0,0,0,0,0,0,0,0,0,0,0
MOTOR P&SP,3,0,0,0,0,0,0,0,0,0,0,0
OUTDR REC,38,0,0,0,0,0,0,0,0,0,0,0
PHYS ED,0,0,0,1,0,0,0,0,0,0,0,0
PROG MANAG,133,1,5,1,0,0,1,0,0,0,0,0
SCH HEALTH,1,0,0,0,0,0,0,0,0,0,0,0
SOC SCI SP,7,0,1,0,0,0,0,0,0,0,0,0
TCH KINES,1,0,0,0,0,0,0,0,0,0,0,0
THER REC,69,3,1,0,0,0,0,0,0,0,0,0
