Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
African Studies,1,0,2,0,0,0,1,0,2,0,0,0
Asian Studies,4,1,0,0,0,0,1,0,0,0,0,0
Astronomy,30,10,1,7,1,0,15,0,2,2,0,0
Atmospheric Sciences,89,4,1,6,0,0,13,0,2,1,0,0
Biochemistry,91,62,3,9,0,0,54,1,4,1,0,0
Biology,327,196,42,61,0,0,40,7,50,9,0,0
Biophysics & Computnl Biology,18,5,0,2,0,0,41,0,0,0,0,0
Cell and Developmental Biology,8,5,0,1,0,0,25,0,0,0,0,0
Chemical Engineering,346,118,11,34,0,1,122,6,14,1,0,0
Chemical Physics,4,0,1,1,0,0,3,0,1,0,0,0
Chemistry,398,149,21,37,2,1,168,11,25,6,0,0
Classical Philology,7,1,0,1,0,0,0,0,0,0,0,0
Classics,19,2,0,0,0,0,2,0,1,0,0,0
Communication,522,56,125,82,2,1,69,3,131,5,0,0
Comparative Literature,15,3,0,0,0,0,8,1,0,0,0,0
Creative Writing,11,1,2,0,0,0,0,1,2,1,0,0
E Asian Languages & Cultures,27,24,5,6,0,0,26,0,5,1,0,0
"Earth Systems, Env, & Society ",29,1,1,2,0,0,1,0,1,1,0,0
"Earth, Soc, Env Sustainability ",42,6,3,5,0,0,5,0,3,0,0,0
"Earth, Society, & Environment ",34,3,1,4,0,0,5,0,2,0,0,0
East Asian Studies,1,0,0,0,0,0,5,0,0,0,0,0
"Ecol, Evol, Conservation Biol ",23,2,0,3,1,0,1,1,0,1,0,0
Economics,255,102,10,20,0,1,560,6,11,1,0,0
English,452,58,35,46,1,0,16,2,43,6,0,0
Entomology,21,1,0,2,0,0,10,2,0,0,0,0
European Union Studies,8,0,0,0,0,0,0,0,0,0,0,0
French,39,4,4,3,0,0,12,0,4,1,0,0
Gender and Women's Studies,4,0,4,1,0,0,0,0,6,0,0,0
General Curriculum,14,1,12,13,0,0,1,0,13,0,0,0
Geography,31,3,3,2,0,0,16,1,3,1,0,0
Geology,50,3,3,5,0,0,10,1,4,1,0,0
German,9,0,0,0,0,0,7,0,0,0,0,0
Germanic Lang & Lit,12,0,0,2,0,0,0,0,0,0,0,0
Global Studies,145,44,19,32,0,1,19,1,23,1,0,0
History,366,17,9,33,0,1,21,7,13,3,0,0
History of Art,16,1,2,1,0,0,6,0,2,0,0,0
Individual Plans of Study,2,1,0,0,0,0,1,0,0,0,0,0
Integrative Biology,312,52,20,35,1,3,13,2,23,1,0,0
Interdisciplinary,3,1,0,0,0,0,0,0,0,0,0,0
International Studies,1,1,1,1,0,0,2,0,1,0,0,0
Italian,4,0,0,2,0,0,1,0,0,0,0,0
LAS - Undeclared,0,4,121,45,0,0,1,0,134,1,0,0
Latin American Studies,6,0,0,4,0,0,1,0,0,1,0,0
Latina/Latino Studies,0,0,0,6,0,0,0,0,0,0,0,0
Linguistics,53,9,6,5,0,0,28,1,7,1,0,0
Math & Computer Science,36,14,1,2,0,0,32,0,1,1,0,0
Mathematics,243,47,6,29,2,0,275,3,7,3,0,0
Microbiology,31,3,1,3,1,0,19,1,1,1,0,0
Molecular & Integrative Physi,9,2,0,0,0,0,5,0,0,0,0,0
Molecular and Cellular Biology,609,299,55,63,3,4,54,7,63,8,0,0
Molecular&Cell Bio-undeclared,11,4,0,0,0,0,16,0,1,1,0,0
Neuroscience,28,9,1,4,0,1,11,0,2,1,0,0
Nondegree,64,13,4,5,0,0,93,4,5,1,0,0
Philosophy,88,11,4,9,0,0,4,2,6,2,0,0
Physics,161,31,4,10,0,0,76,1,4,4,0,0
Plant Biology,28,2,1,2,0,0,8,2,2,0,0,0
Political Science,471,77,53,87,0,2,41,5,61,13,0,0
Portuguese,1,0,0,1,0,0,2,0,0,0,0,0
Psychology,779,194,97,136,1,4,143,0,111,12,0,0
Religion,13,2,3,1,0,0,1,0,3,0,0,0
Religious Studies,1,1,0,0,0,0,0,0,0,0,0,0
Rhetoric,57,8,17,8,0,0,1,1,18,0,0,0
Russian & E European Studies,1,0,0,0,0,0,0,0,0,0,0,0
Russian Lang & Literature,4,0,0,0,0,0,1,0,0,0,0,0
"Russian, E Eur, Eurasian St ",6,0,0,0,0,0,0,0,0,0,0,0
Slavic Languages & Literature,7,1,0,1,0,0,5,2,0,0,0,0
Sociology,115,35,56,33,1,0,35,3,58,6,0,0
Spanish,116,2,10,35,1,0,18,2,13,2,0,0
Speech Communication,4,0,0,1,0,0,1,0,0,0,0,0
Statistics,83,27,5,8,0,0,140,1,7,2,0,0
Statistics & Computer Science,6,4,0,0,0,0,9,0,0,0,0,0
Teaching of Chemistry,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,21,6,0,1,0,0,20,0,1,0,0,0
Teaching of French,8,0,0,0,0,0,0,0,0,0,0,0
Teaching of German,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,2,0,0,0,0,0,0,0,1,1,0,0
Teaching of Spanish,11,2,0,4,0,0,0,0,0,1,0,0
