Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Architectural Studies,418,43,24,30,3,0,9,0,0,0,0,0
Architecture,98,9,2,6,0,0,24,0,0,0,0,0
Art Education,93,9,2,11,0,0,7,0,0,0,0,0
Art History,44,5,0,2,0,0,11,0,0,0,0,0
Art and Design,244,36,5,13,1,0,14,0,0,0,0,0
Crafts,29,1,0,0,1,0,3,0,0,0,0,0
Dance,54,1,7,4,0,0,6,0,0,0,0,0
Graphic Design,77,19,1,3,0,0,5,0,0,0,0,0
Industrial Design,58,16,0,6,1,0,2,0,0,0,0,0
Landscape Architecture,104,9,4,2,0,0,18,0,0,0,0,0
MUS-VOICE,37,4,3,2,0,0,1,0,0,0,0,0
MUSIC(AMS),48,3,2,1,0,0,31,0,0,0,0,0
MUSIC-COMP,7,3,0,1,0,0,0,0,0,0,0,0
MUSIC-INST,78,15,1,0,1,0,10,0,0,0,0,0
Music,89,6,4,3,0,0,42,0,0,0,0,0
Music Education,251,14,6,8,0,0,9,0,0,0,0,0
Music History,3,0,0,0,0,0,1,0,0,0,0,0
PERFORM ST,33,1,0,0,0,0,0,0,0,0,0,0
Regional Planning,5,0,0,0,0,0,12,0,0,0,0,0
Theatre,39,1,0,1,0,0,1,0,0,0,0,0
UNCLASS,17,1,0,0,0,0,13,0,0,0,0,0
Urban Planning,115,13,14,5,1,0,17,0,0,0,0,0
