Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Biology,82,1,2,0,1,0,2,0,0,0,0,0
CUR INST 2,16,0,0,3,0,0,0,0,0,0,0,0
CUR INST#1,6,0,0,0,0,0,0,0,0,0,0,0
CUR INST#3,12,0,0,0,0,0,0,0,0,0,0,0
HEALTH&SAF,3,0,1,0,0,0,0,0,0,0,0,0
HLTH EDUC,20,2,2,0,0,0,0,0,0,0,0,0
HLTH PL AD,23,0,0,0,0,0,0,0,0,0,0,0
Kinesiology,183,7,3,0,0,0,19,0,0,0,0,0
Leisure Studies,27,2,1,0,0,0,7,0,0,0,0,0
OUTDR REC,19,0,0,1,0,0,0,0,0,0,0,0
PERSN AREA,2,0,0,0,0,0,0,0,0,0,0,0
PROG MANAG,133,1,14,1,1,0,0,0,0,0,0,0
SCH HEALTH,1,0,0,0,0,0,0,0,0,0,0,0
SOC SCI SP,9,0,2,0,0,0,2,0,0,0,0,0
TCH KINES,1,0,0,0,0,0,0,0,0,0,0,0
THER REC,52,2,5,0,0,0,0,0,0,0,0,0
