Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
African Studies,0,0,1,0,0,0,2,0,1,0,0,0
American Civilization,1,0,0,0,0,0,0,0,0,0,0,0
Asian Studies,2,0,0,0,0,0,0,0,0,0,0,0
Astronomy,29,11,1,3,0,0,14,0,3,0,0,0
Atmospheric Sciences,87,4,1,7,0,0,14,1,2,1,0,0
Biochemistry,85,62,2,12,0,1,59,0,2,0,0,0
Biology,268,175,51,65,0,1,33,5,56,11,0,0
Biophysics & Computnl Biology,13,4,0,2,0,0,34,0,0,0,0,0
Cell and Developmental Biology,9,5,0,1,0,0,28,0,0,0,0,0
Chemical Engineering,386,153,11,45,0,1,148,4,15,3,0,0
Chemical Physics,4,1,1,0,0,0,3,0,1,0,0,0
Chemistry,391,121,28,44,3,0,187,9,33,6,0,0
Classical Philology,6,0,0,1,0,0,0,1,0,0,0,0
Classics,17,3,0,1,0,0,2,1,1,0,0,0
Communication,499,57,97,69,2,0,71,7,105,4,0,0
Comparative Literature,13,2,0,1,0,0,9,0,0,0,0,0
Computer Sci & Chemistry,1,0,0,0,0,0,0,0,0,0,0,0
Creative Writing,27,4,6,1,0,0,0,1,6,1,0,0
E Asian Languages & Cultures,23,20,2,7,0,0,24,0,3,0,0,0
"Earth Systems, Env, & Society ",8,0,0,1,0,0,1,0,0,0,0,0
"Earth, Soc, Env Sustainability ",92,10,5,12,0,0,8,1,5,0,0,0
"Earth, Society, & Environment ",23,3,1,1,0,0,1,0,2,0,0,0
East Asian Studies,2,1,0,0,0,0,8,0,0,0,0,0
"Ecol, Evol, Conservation Biol ",24,2,0,3,1,0,1,0,0,1,0,0
Economics,314,128,18,28,0,1,557,7,22,1,0,0
English,366,53,36,43,2,0,16,1,41,6,0,0
Entomology,29,1,0,3,0,0,9,2,0,0,0,0
European Union Studies,5,0,0,0,0,0,3,0,0,0,0,0
French,31,4,4,2,0,0,11,0,4,2,0,0
Gender and Women's Studies,4,1,7,4,0,0,0,0,9,0,0,0
General Curriculum,40,24,45,40,0,0,12,1,48,2,0,0
Geography,20,1,0,0,0,0,19,1,0,1,0,0
Geography & Geographic Info Sc,12,1,1,3,0,0,1,0,1,0,0,0
Geology,69,6,2,5,0,0,12,2,3,1,0,0
German,10,0,0,0,0,0,8,0,0,0,0,0
Germanic Lang & Lit,10,0,0,2,0,0,0,0,0,0,0,0
Global Studies,115,42,16,26,0,0,26,1,22,1,0,0
History,277,19,9,41,0,0,21,4,11,3,0,0
History of Art,17,1,2,1,0,0,7,0,2,0,0,0
Individual Plans of Study,6,0,0,0,0,0,0,0,0,0,0,0
Integrative Biology,279,56,26,39,0,3,12,4,30,1,0,0
Interdisciplinary,2,0,0,0,0,0,1,0,0,0,0,0
International Studies,0,0,0,0,0,0,1,0,0,0,0,0
Italian,6,0,0,1,0,0,0,0,0,0,0,0
LAS - Undeclared,2,9,102,34,0,0,0,1,111,3,0,0
Latin American Studies,7,0,1,1,0,0,2,0,1,2,0,0
Latina/Latino Studies,0,2,0,3,0,0,0,0,1,0,0,0
Linguistics,55,6,3,8,0,0,28,1,5,0,0,0
Math & Computer Science,68,34,3,8,0,0,42,1,4,0,0,0
Mathematics,240,58,6,33,2,0,342,4,10,3,0,0
Microbiology,25,3,1,3,1,0,16,1,2,2,0,0
Molecular & Integrative Physi,10,2,0,0,0,0,7,0,0,0,0,0
Molecular and Cellular Biology,605,347,51,82,2,3,56,7,59,8,0,0
Molecular&Cell Bio-undeclared,20,4,1,3,0,0,28,0,1,0,0,0
Neuroscience,26,7,1,3,0,1,9,0,2,1,0,0
Nondegree,54,5,4,12,0,0,101,5,7,0,0,0
Philosophy,64,9,4,8,0,0,5,0,5,1,0,0
Physics,163,38,4,8,0,0,109,3,4,4,0,0
Plant Biology,29,2,0,4,0,0,8,1,2,0,0,0
Political Science,430,69,59,95,0,3,40,3,69,11,0,0
Portuguese,0,0,0,1,0,0,2,0,0,0,0,0
Psychology,735,190,111,149,0,3,156,7,127,15,0,0
Religion,15,2,2,1,0,0,1,0,3,0,0,0
Religious Studies,0,1,0,0,0,0,0,0,0,0,0,0
Rhetoric,38,4,8,7,0,0,2,0,9,0,0,0
Russian & E European Studies,1,0,0,0,0,0,0,0,0,0,0,0
Russian Lang & Literature,5,0,0,0,0,0,1,0,0,0,0,0
"Russian, E Eur, Eurasian St ",10,0,0,0,0,0,0,0,0,0,0,0
S Asian & Middle Eastern St,0,0,0,1,0,0,1,0,0,0,0,0
Slavic Languages & Literature,7,1,1,1,0,0,5,1,1,0,0,0
Sociology,102,41,49,36,0,0,45,3,54,10,0,0
Spanish,112,5,12,42,0,0,17,0,16,3,0,0
Speech Communication,1,0,0,1,0,0,0,0,0,0,0,0
Statistics,69,29,3,15,0,0,135,1,5,2,0,0
Statistics & Computer Science,7,10,1,2,0,0,12,0,1,0,0,0
Teaching of Chemistry,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,25,5,0,1,0,0,27,0,2,0,0,0
Teaching of French,5,0,0,0,0,0,0,0,0,0,0,0
Teaching of German,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,3,0,0,0,0,0,1,0,0,0,0,0
Teaching of Spanish,3,0,0,4,0,0,0,0,0,0,0,0
Translation and Interpreting,4,0,0,2,0,0,1,0,0,0,0,0
