Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Architectural Studies,525,31,22,14,0,0,6,0,0,0,0,0
Architecture,157,6,2,4,0,0,34,0,0,0,0,0
Art Education,55,3,4,0,0,0,6,0,0,0,0,0
Art History,57,4,1,0,0,0,9,0,0,0,0,0
Art and Design,308,22,4,9,2,0,9,0,0,0,0,0
Crafts,16,2,0,0,0,0,0,0,0,0,0,0
Dance,40,1,1,0,0,0,3,0,0,0,0,0
Graphic Design,121,9,1,2,1,0,1,0,0,0,0,0
Industrial Design,102,9,1,3,0,0,1,0,0,0,0,0
Landscape Architecture,125,2,0,4,1,0,2,0,0,0,0,0
MUS-VOICE,46,1,3,0,0,0,1,0,0,0,0,0
MUSIC(AMS),55,3,3,1,0,0,9,0,0,0,0,0
MUSIC-COMP,4,0,0,0,0,0,1,0,0,0,0,0
MUSIC-INST,70,3,1,1,0,0,1,0,0,0,0,0
Music,116,0,5,2,0,0,23,0,0,0,0,0
Music Education,244,9,1,4,0,0,14,0,0,0,0,0
Music History,1,0,0,0,0,0,0,0,0,0,0,0
PERFORM ST,11,0,0,0,0,0,0,0,0,0,0,0
Regional Planning,3,2,0,0,0,0,5,0,0,0,0,0
Theatre,39,0,1,1,0,0,0,0,0,0,0,0
UNCLASS,20,0,0,0,0,0,11,0,0,0,0,0
Urban Planning,127,4,12,2,0,0,11,0,0,0,0,0
