Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Athletic Training,28,1,1,2,0,0,0,0,1,1,0,0
Audiology,18,0,1,0,0,0,0,1,2,0,0,0
Community Health,270,76,118,60,3,3,8,3,120,8,0,0
Health,44,11,7,7,0,0,1,2,12,1,0,0
Kinesiology,495,32,31,47,1,0,31,7,32,4,0,0
Nondegree,7,0,0,0,0,0,1,0,0,0,0,0
Public Health,12,0,0,0,0,0,1,0,0,0,0,0
"Recreation, Sport, and Tourism ",265,9,41,25,2,0,31,2,44,3,0,0
Rehabilitation,4,0,0,0,0,0,0,0,2,1,0,0
Speech & Hearing Science,281,11,4,23,1,0,8,1,5,3,0,0
