Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Athletic Training,0,0,0,1,0,0,0,0,0,0,0,0
Audiology,14,0,1,0,0,0,0,0,2,0,0,0
Community Health,315,109,121,93,1,0,12,4,135,6,0,0
Health,87,22,17,17,0,0,0,3,21,3,0,0
Kinesiology,452,54,29,51,1,2,31,3,30,2,0,0
Nondegree,5,0,0,0,0,0,2,0,0,0,0,0
Public Health,15,7,4,4,0,0,2,0,5,0,0,0
"Recreation, Sport, and Tourism ",255,9,36,26,1,1,33,2,39,1,0,0
Rehabilitation,4,0,1,0,0,0,0,0,1,0,0,0
Speech & Hearing Science,331,16,3,19,0,0,7,2,4,0,0,0
