Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
BUSINESS ED ACT,2,0,0,0,0,0,0,0,0,0,0,0
BUSINESS ED MKT,0,0,1,1,0,0,0,0,0,0,0,0
ED POL ST,25,3,26,5,1,0,7,0,0,0,0,0
ED SEC&CON,65,1,8,4,1,0,22,0,0,0,0,0
EDUC ELEMENTARY,55,4,13,7,1,0,24,0,0,0,0,0
EDUC GEN,151,10,7,5,1,0,1,0,0,0,0,0
Early Childhood Education,61,5,6,3,0,0,1,0,0,0,0,0
Ed Organization and Leadership,60,1,13,2,0,0,6,0,0,0,0,0
Educ Voc Tech,43,0,6,1,0,0,12,0,0,0,0,0
Educational Psychology,74,6,7,4,0,0,43,0,0,0,0,0
Elementary Education,359,20,14,12,1,0,0,0,0,0,0,0
Special Education,85,2,11,0,0,0,14,0,0,0,0,0
TCH ENGL IN MN,12,1,1,0,0,0,0,0,0,0,0,0
TCH ENGL OUT MN,47,0,4,1,0,0,0,0,0,0,0,0
TCH GEN SCIENCE,1,0,0,0,0,0,0,0,0,0,0,0
TCH LIFE SCI,9,0,0,0,0,0,0,0,0,0,0,0
TCH PS CHEM,2,1,0,0,0,0,0,0,0,0,0,0
TCH PS PHYSICS,2,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST IN,29,0,3,0,0,0,0,0,0,0,0,0
TCH SOC ST OUT,24,1,1,0,0,0,0,0,0,0,0,0
TECH ED INDUST,3,0,0,0,0,0,0,0,0,0,0,0
TECH ED SP,4,0,0,0,0,0,0,0,0,0,0,0
