Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Architectural Studies,397,39,20,38,1,0,9,0,0,0,0,0
Architecture,146,9,4,9,0,0,17,0,0,0,0,0
Art Education,91,15,6,3,0,0,10,0,0,0,0,0
Art History,64,7,2,3,0,0,6,0,0,0,0,0
Art and Design,247,40,14,20,3,0,9,0,0,0,0,0
Crafts,31,3,3,3,0,0,1,0,0,0,0,0
Dance,45,1,2,2,0,0,4,0,0,0,0,0
Graphic Design,82,19,0,4,0,0,4,0,0,0,0,0
Industrial Design,46,19,3,5,0,0,3,0,0,0,0,0
Landscape Architecture,124,7,1,7,0,0,16,0,0,0,0,0
MUS-VOICE,44,4,6,2,0,0,0,0,0,0,0,0
MUSIC(AMS),57,0,2,0,1,0,26,0,0,0,0,0
MUSIC-COMP,15,1,0,0,0,0,0,0,0,0,0,0
MUSIC-INST,74,17,4,2,1,0,6,0,0,0,0,0
MUSIC-OPEN,3,0,0,0,0,0,0,0,0,0,0,0
Music,94,10,3,2,0,0,32,0,0,0,0,0
Music Education,247,10,9,12,0,0,10,0,0,0,0,0
Music History,1,0,0,0,1,0,0,0,0,0,0,0
PERFORM ST,8,0,0,0,0,0,0,0,0,0,0,0
Regional Planning,10,0,1,1,0,0,12,0,0,0,0,0
Theatre,20,2,1,0,2,0,1,0,0,0,0,0
UNCLASS,24,1,0,2,0,0,14,0,0,0,0,0
Urban Planning,110,9,8,5,0,0,10,0,0,0,0,0
