Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Biology,107,4,4,3,0,0,1,0,0,0,0,0
CUR INST 2,1,0,0,0,0,0,0,0,0,0,0,0
CUR INST#1,6,1,1,0,0,0,1,0,0,0,0,0
CUR INST#3,3,1,0,0,0,0,0,0,0,0,0,0
HLTH EDUC,14,1,2,0,0,0,0,0,0,0,0,0
HLTH PL AD,51,6,11,1,0,0,0,0,0,0,0,0
Kinesiology,217,24,17,7,2,0,28,0,0,0,0,0
Leisure Studies,28,0,0,0,0,0,15,0,0,0,0,0
MSPH IN C HLTH,3,0,1,0,0,0,1,0,0,0,0,0
PERSN AREA,2,0,0,0,0,0,0,0,0,0,0,0
PROG MANAG,114,6,8,2,1,0,1,0,0,0,0,0
Rehabilitation,19,1,4,0,0,0,1,0,0,0,0,0
SOC SCI SP,11,0,2,0,0,0,0,0,0,0,0,0
THER REC,28,0,1,0,0,0,0,0,0,0,0,0
